Fe,C,Si,Mn,Cr,Ni,Mo,P,S,test_temperature_C,impact_energy_J,KCV_J_cm2,transition_temp_C,ductile_fraction_percent,specimen_type
90.06,0.056,0.76,2.0,2.03,4.93,0.14,0.0139,0.0093,-40,9.8,12.3,76.7,0.0,Charpy_V
91.39,0.415,0.97,0.73,4.96,1.11,0.37,0.0228,0.0223,0,4.0,5.0,131.5,0.0,Charpy_V
93.88,0.422,0.4,1.42,0.91,1.97,0.97,0.0077,0.0201,0,4.0,5.0,58.1,2.0,Charpy_V
93.82,0.235,0.31,0.78,0.9,3.34,0.58,0.0245,0.0136,0,13.5,16.8,93.6,0.2,Charpy_V
96.43,0.441,0.2,0.54,1.79,0.34,0.24,0.0247,0.0053,0,4.0,5.0,107.5,0.1,Charpy_V
89.19,0.74,0.49,1.9,1.96,4.76,0.93,0.0248,0.0052,0,4.0,5.0,106.8,0.1,Charpy_V
88.16,0.677,0.62,1.74,4.13,4.54,0.12,0.0094,0.0071,0,4.0,5.0,69.6,1.0,Charpy_V
90.94,0.741,0.7,0.98,5.0,1.41,0.19,0.0189,0.0176,-40,4.0,5.0,113.1,0.0,Charpy_V
95.36,0.522,0.16,0.44,0.05,2.83,0.63,0.0065,0.0123,-40,4.0,5.0,40.9,0.5,Charpy_V
91.27,0.775,0.84,1.03,3.92,2.04,0.07,0.0262,0.0151,100,4.0,5.0,134.2,9.3,Charpy_V
91.43,0.233,0.67,0.68,1.94,4.28,0.74,0.0096,0.0202,0,4.0,5.0,65.8,1.2,Charpy_V
89.5,0.606,0.65,1.71,2.21,4.75,0.55,0.0148,0.0072,0,4.0,5.0,87.0,0.3,Charpy_V
91.44,0.243,0.67,1.08,4.82,1.09,0.59,0.026,0.0256,0,4.0,5.0,122.4,0.0,Charpy_V
90.61,0.099,0.78,1.35,3.58,3.43,0.13,0.0095,0.0113,-20,4.0,5.0,69.5,0.3,Charpy_V
89.97,0.764,0.49,1.03,3.39,3.84,0.48,0.0114,0.0243,-40,7.8,9.8,74.2,0.0,Charpy_V
94.34,0.257,0.64,0.65,3.36,0.68,0.02,0.0309,0.0133,-20,4.0,5.0,134.0,0.0,Charpy_V
90.37,0.65,0.79,1.15,4.1,2.06,0.83,0.0277,0.022,0,4.0,5.0,133.6,0.0,Charpy_V
91.65,0.324,0.98,1.28,4.87,0.14,0.73,0.0295,0.0063,0,4.0,5.0,152.8,0.0,Charpy_V
94.3,0.098,0.72,0.4,4.09,0.22,0.14,0.0133,0.0208,0,11.0,13.7,95.0,0.2,Charpy_V
89.37,0.489,0.22,1.27,3.9,4.65,0.07,0.0141,0.0213,100,23.2,29.0,64.3,91.5,Charpy_V
93.48,0.743,0.78,1.05,2.52,0.63,0.75,0.0229,0.0276,-20,4.0,5.0,131.3,0.0,Charpy_V
89.2,0.727,0.99,1.77,2.73,3.57,0.96,0.0223,0.026,20,4.0,5.0,126.2,0.1,Charpy_V
91.7,0.136,0.53,1.12,3.09,2.41,0.97,0.0137,0.0268,0,4.0,5.0,76.6,0.6,Charpy_V
93.3,0.501,0.68,1.61,2.52,0.99,0.37,0.0132,0.0155,100,4.0,5.0,95.5,57.4,Charpy_V
89.31,0.297,0.77,0.43,4.3,4.08,0.77,0.0143,0.0256,100,13.7,17.1,87.5,69.7,Charpy_V
87.85,0.718,0.96,1.9,4.05,4.45,0.05,0.0305,0.0068,100,9.5,11.8,139.7,6.6,Charpy_V
91.96,0.763,0.39,1.01,3.6,1.5,0.75,0.0072,0.0181,20,4.0,5.0,62.8,5.4,Charpy_V
91.84,0.27,0.33,1.73,0.97,4.04,0.79,0.02,0.0108,-40,5.3,6.7,82.9,0.0,Charpy_V
93.61,0.769,0.15,0.7,0.95,3.37,0.43,0.0187,0.0089,-20,4.0,5.0,81.5,0.1,Charpy_V
92.98,0.718,0.95,1.14,1.77,2.07,0.33,0.0114,0.0205,-40,4.0,5.0,99.4,0.0,Charpy_V
96.96,0.08,0.26,0.88,0.9,0.42,0.45,0.0253,0.0238,20,4.8,6.0,102.8,0.4,Charpy_V
90.15,0.511,0.43,0.63,3.16,4.44,0.65,0.0294,0.018,100,4.0,5.0,111.3,32.0,Charpy_V
95.13,0.649,0.49,1.74,1.27,0.06,0.63,0.0186,0.0065,20,10.5,13.1,113.0,0.2,Charpy_V
93.36,0.181,0.7,1.7,1.44,2.03,0.57,0.0206,0.006,-40,13.5,16.8,105.0,0.0,Charpy_V
95.28,0.067,0.29,0.86,0.11,2.73,0.63,0.0118,0.0186,-20,4.0,5.0,56.7,0.6,Charpy_V
90.72,0.085,0.75,1.22,4.13,2.54,0.54,0.0066,0.0217,20,4.7,5.9,58.7,7.0,Charpy_V
87.23,0.701,0.96,1.9,4.41,4.47,0.29,0.0095,0.021,20,4.0,5.0,85.9,1.2,Charpy_V
92.61,0.474,0.31,0.41,1.93,3.24,0.99,0.0121,0.0279,0,16.0,20.0,66.0,1.2,Charpy_V
94.69,0.375,0.35,0.79,1.17,1.72,0.87,0.0202,0.011,-20,4.0,5.0,94.4,0.0,Charpy_V
95.15,0.286,0.52,0.33,2.99,0.16,0.54,0.0187,0.0111,100,14.7,18.3,106.7,39.0,Charpy_V
93.7,0.164,0.6,0.59,0.77,3.86,0.27,0.0163,0.0233,-20,4.0,5.0,83.2,0.1,Charpy_V
89.82,0.737,0.91,1.97,2.01,4.09,0.41,0.0186,0.0257,100,4.0,5.0,112.1,30.9,Charpy_V
90.8,0.641,0.44,0.91,4.99,1.92,0.25,0.0237,0.025,-20,4.0,5.0,109.6,0.0,Charpy_V
91.39,0.27,0.23,1.49,1.61,4.01,0.97,0.0063,0.0298,100,54.8,68.5,35.0,98.7,Charpy_V
94.27,0.533,0.98,0.57,1.48,1.81,0.33,0.0126,0.0161,-40,4.0,5.0,103.3,0.0,Charpy_V
92.07,0.11,0.74,1.08,2.78,2.28,0.89,0.0218,0.0281,0,4.0,5.0,106.7,0.1,Charpy_V
91.38,0.414,0.56,0.65,3.35,3.46,0.14,0.021,0.0202,-20,4.0,5.0,99.6,0.0,Charpy_V
92.36,0.794,0.46,0.48,4.11,1.06,0.71,0.0104,0.0054,-20,4.0,5.0,80.5,0.1,Charpy_V
90.27,0.72,0.6,1.59,3.44,2.6,0.74,0.0213,0.0146,-20,4.0,5.0,109.9,0.0,Charpy_V
91.95,0.403,0.75,0.66,3.95,2.15,0.13,0.0086,0.0091,100,29.5,36.9,75.8,83.4,Charpy_V
88.72,0.72,0.87,1.95,3.53,3.23,0.92,0.0334,0.0269,-40,4.0,5.0,145.2,0.0,Charpy_V
88.44,0.673,0.85,1.3,3.16,4.61,0.93,0.0249,0.0052,-20,4.0,5.0,122.4,0.0,Charpy_V
97.11,0.222,0.4,1.35,0.33,0.11,0.44,0.0288,0.0058,-40,4.0,5.0,124.1,0.0,Charpy_V
89.56,0.09,0.22,1.39,4.02,3.96,0.72,0.0316,0.0104,0,4.0,5.0,98.9,0.1,Charpy_V
91.15,0.677,0.54,0.84,3.38,2.46,0.9,0.0342,0.0255,-40,4.0,5.0,134.2,0.0,Charpy_V
95.04,0.718,0.3,1.63,0.24,1.43,0.62,0.0279,0.0053,-40,4.1,5.2,115.9,0.0,Charpy_V
90.8,0.59,0.42,1.63,2.42,3.58,0.55,0.0097,0.0066,-40,5.3,6.6,63.6,0.1,Charpy_V
88.94,0.75,0.58,1.66,2.88,4.79,0.37,0.0067,0.0245,0,4.0,5.0,57.6,2.1,Charpy_V
92.89,0.125,0.45,1.86,2.73,1.6,0.32,0.009,0.0168,-20,6.2,7.8,60.1,0.5,Charpy_V
92.45,0.601,0.11,0.76,0.46,4.99,0.59,0.019,0.0166,100,20.7,25.9,73.6,85.3,Charpy_V
93.74,0.558,0.11,0.51,0.81,3.78,0.44,0.0214,0.0243,20,4.1,5.1,82.4,1.5,Charpy_V
90.65,0.612,0.5,0.94,1.67,4.82,0.77,0.0056,0.0289,0,8.0,10.0,47.3,4.1,Charpy_V
96.22,0.512,0.35,1.06,1.06,0.25,0.52,0.0154,0.0186,100,4.0,5.0,93.2,61.2,Charpy_V
95.07,0.318,0.55,1.39,0.6,1.15,0.89,0.0153,0.025,-20,4.0,5.0,91.7,0.1,Charpy_V
90.69,0.719,0.84,0.73,4.55,2.4,0.05,0.0058,0.0171,20,4.0,5.0,72.2,3.0,Charpy_V
89.81,0.11,0.93,1.52,4.01,2.92,0.66,0.0166,0.022,-40,4.0,5.0,99.8,0.0,Charpy_V
89.41,0.119,0.95,1.08,4.96,2.7,0.76,0.0052,0.0174,-20,4.0,5.0,62.0,0.4,Charpy_V
93.69,0.077,0.7,0.4,0.44,4.22,0.44,0.011,0.0198,-20,12.3,15.4,67.9,0.3,Charpy_V
93.34,0.621,0.74,1.53,0.3,2.67,0.78,0.0078,0.0053,20,5.1,6.4,74.2,2.6,Charpy_V
87.07,0.359,0.95,1.6,4.84,4.65,0.48,0.0276,0.0217,0,4.0,5.0,127.4,0.0,Charpy_V
90.59,0.225,0.34,1.69,4.05,2.48,0.58,0.0298,0.0128,-20,4.0,5.0,109.1,0.0,Charpy_V
95.2,0.374,0.54,0.44,0.21,2.34,0.84,0.0329,0.0215,0,4.0,5.0,127.6,0.0,Charpy_V
88.55,0.733,0.35,0.68,4.08,4.91,0.66,0.0237,0.013,0,4.0,5.0,97.6,0.1,Charpy_V
92.7,0.194,0.63,0.56,4.42,0.94,0.52,0.0204,0.0201,-20,5.7,7.1,107.0,0.0,Charpy_V
92.31,0.777,0.37,0.78,1.21,3.71,0.8,0.0229,0.0213,-40,13.2,16.4,100.4,0.0,Charpy_V
90.14,0.08,0.33,1.29,4.06,3.89,0.18,0.0065,0.0263,-20,4.0,5.0,35.6,2.4,Charpy_V
93.44,0.473,0.43,0.64,2.98,1.82,0.17,0.026,0.0259,0,4.0,5.0,112.3,0.1,Charpy_V
92.55,0.19,0.17,1.2,4.16,1.25,0.46,0.0098,0.0151,100,47.7,59.6,54.5,95.4,Charpy_V
93.16,0.482,0.13,0.95,1.23,3.03,0.99,0.0205,0.0156,-20,4.0,5.0,82.1,0.1,Charpy_V
92.58,0.639,0.16,1.93,2.09,1.57,0.97,0.0331,0.021,0,4.0,5.0,118.7,0.0,Charpy_V
88.23,0.685,0.47,1.81,3.6,4.19,0.99,0.0085,0.0143,20,4.0,5.0,60.9,6.1,Charpy_V
90.83,0.533,0.86,1.92,3.84,1.0,0.98,0.0326,0.0091,0,4.0,5.0,150.0,0.0,Charpy_V
93.22,0.788,0.15,1.37,1.03,2.64,0.78,0.0124,0.0148,-20,15.1,18.8,66.6,0.3,Charpy_V
94.17,0.639,0.58,1.32,0.07,2.62,0.58,0.0251,0.0092,-20,4.0,5.0,116.4,0.0,Charpy_V
89.93,0.109,0.76,1.15,3.98,3.32,0.73,0.0142,0.0116,0,4.0,5.0,84.1,0.4,Charpy_V
89.75,0.273,0.59,0.31,4.99,3.81,0.24,0.0255,0.0123,100,6.4,8.0,107.8,37.3,Charpy_V
87.84,0.477,0.56,1.85,3.84,4.92,0.48,0.0075,0.0289,-20,4.0,5.0,55.9,0.6,Charpy_V
94.35,0.203,0.72,0.47,0.95,2.55,0.71,0.0308,0.0236,-20,4.0,5.0,126.9,0.0,Charpy_V
91.77,0.774,0.1,1.69,1.67,3.25,0.69,0.0142,0.0299,100,17.6,22.0,67.6,89.7,Charpy_V
95.24,0.188,0.14,1.35,1.2,0.86,0.98,0.0138,0.0276,-20,4.0,5.0,68.0,0.3,Charpy_V
89.57,0.621,0.25,0.42,3.93,4.75,0.44,0.0098,0.0174,-20,5.5,6.9,53.6,0.7,Charpy_V
91.41,0.329,0.67,0.6,1.9,4.34,0.73,0.0067,0.0178,100,53.3,66.6,56.1,94.9,Charpy_V
90.14,0.797,0.24,1.53,3.63,3.41,0.23,0.0115,0.0217,0,4.0,5.0,64.9,1.3,Charpy_V
92.01,0.498,0.38,1.98,0.98,4.03,0.1,0.0156,0.0111,20,6.4,8.0,77.7,2.1,Charpy_V
94.08,0.283,0.27,1.48,1.29,2.43,0.13,0.0267,0.0152,-20,4.0,5.0,101.1,0.0,Charpy_V
95.28,0.736,0.35,1.28,0.59,1.35,0.4,0.0196,0.005,0,4.0,5.0,99.9,0.1,Charpy_V
95.01,0.225,0.52,1.47,2.29,0.21,0.26,0.0155,0.0139,20,4.0,5.0,96.1,0.6,Charpy_V
95.25,0.215,0.71,0.84,1.71,0.66,0.58,0.0153,0.0219,100,4.4,5.5,99.7,50.6,Charpy_V
92.49,0.307,0.23,1.31,1.19,4.16,0.28,0.0113,0.0064,-20,4.0,5.0,54.5,0.7,Charpy_V
90.17,0.7,0.64,0.97,3.25,3.81,0.41,0.0193,0.022,100,4.0,5.0,102.5,45.8,Charpy_V
94.58,0.684,0.58,0.41,1.3,2.31,0.1,0.0221,0.008,-20,12.8,16.0,111.4,0.0,Charpy_V
91.25,0.126,0.9,0.55,3.31,3.05,0.78,0.0215,0.0065,20,4.0,5.0,111.3,0.2,Charpy_V
95.47,0.182,0.76,0.64,1.3,1.43,0.16,0.0305,0.0203,-40,4.3,5.4,132.4,0.0,Charpy_V
92.06,0.395,0.74,1.66,1.88,2.29,0.97,0.006,0.0134,100,39.7,49.6,63.9,91.7,Charpy_V
92.97,0.095,0.24,0.9,2.17,2.6,0.99,0.0166,0.0111,-40,4.0,5.0,70.0,0.1,Charpy_V
93.35,0.28,0.13,1.15,1.97,2.79,0.3,0.0196,0.0134,-40,9.6,12.0,77.2,0.0,Charpy_V
94.41,0.54,0.81,1.83,1.33,1.0,0.03,0.0161,0.0262,-20,14.8,18.5,110.0,0.0,Charpy_V
93.15,0.317,0.23,0.63,3.88,1.31,0.45,0.0096,0.0219,-20,4.0,5.0,58.8,0.5,Charpy_V
93.17,0.324,0.67,1.08,0.33,3.61,0.76,0.0315,0.0185,-20,4.0,5.0,125.6,0.0,Charpy_V
88.25,0.36,0.91,0.63,4.86,4.05,0.88,0.0329,0.0238,-40,4.0,5.0,138.2,0.0,Charpy_V
90.92,0.749,0.44,0.37,3.81,2.87,0.81,0.0073,0.0205,100,4.0,5.0,59.6,93.7,Charpy_V
96.5,0.727,0.2,1.73,0.44,0.13,0.24,0.015,0.0207,-40,12.1,15.2,90.2,0.0,Charpy_V
92.85,0.45,0.99,1.2,3.61,0.56,0.3,0.0133,0.0194,100,18.0,22.5,111.2,32.2,Charpy_V
91.4,0.727,0.38,1.85,2.01,3.17,0.42,0.0178,0.0187,20,4.5,5.6,89.5,1.0,Charpy_V
92.12,0.567,0.31,1.95,3.3,0.99,0.75,0.0102,0.0066,-20,9.7,12.1,70.4,0.2,Charpy_V
96.06,0.222,0.57,0.49,1.93,0.39,0.28,0.025,0.0298,100,4.0,5.0,119.8,21.1,Charpy_V
92.38,0.188,0.65,1.53,0.74,3.79,0.7,0.0109,0.0212,0,4.0,5.0,69.9,0.9,Charpy_V
94.69,0.337,0.64,0.94,2.01,0.79,0.57,0.0214,0.0097,20,10.6,13.2,113.9,0.2,Charpy_V
90.53,0.499,0.42,0.64,4.08,2.8,0.99,0.0162,0.0221,100,4.0,5.0,84.9,73.3,Charpy_V
92.12,0.321,0.49,1.02,1.43,3.97,0.62,0.0069,0.026,-20,4.0,5.0,50.4,0.9,Charpy_V
93.48,0.604,0.16,0.83,3.27,1.04,0.57,0.0141,0.0261,-40,4.0,5.0,76.4,0.0,Charpy_V
91.25,0.787,0.51,1.26,4.17,1.11,0.86,0.0228,0.0231,-20,4.0,5.0,116.4,0.0,Charpy_V
91.58,0.218,0.74,1.82,0.48,4.32,0.8,0.0157,0.0222,-20,4.0,5.0,87.6,0.1,Charpy_V
91.93,0.509,0.72,0.37,1.46,4.55,0.42,0.0338,0.0103,-20,14.0,17.5,132.5,0.0,Charpy_V
94.23,0.359,0.88,0.83,1.37,1.51,0.77,0.0199,0.0184,-40,5.2,6.5,117.3,0.0,Charpy_V
90.58,0.603,0.12,1.87,4.91,1.77,0.11,0.0248,0.0057,-40,4.0,5.0,98.3,0.0,Charpy_V
89.75,0.346,0.16,1.91,2.25,4.65,0.88,0.0299,0.0197,-40,4.0,5.0,97.1,0.0,Charpy_V
94.88,0.258,0.85,1.43,0.17,1.88,0.51,0.027,0.0122,20,4.0,5.0,128.7,0.1,Charpy_V
90.58,0.587,0.37,1.52,3.55,2.97,0.36,0.0293,0.0284,-20,4.4,5.5,114.4,0.0,Charpy_V
90.69,0.065,0.46,1.6,2.0,4.18,0.98,0.0232,0.0086,-20,4.0,5.0,90.0,0.1,Charpy_V
90.99,0.128,0.64,0.59,3.47,3.69,0.48,0.0078,0.0203,100,65.8,82.2,56.7,94.7,Charpy_V
89.45,0.267,0.99,1.92,2.87,4.22,0.26,0.0175,0.0096,-20,9.4,11.8,104.8,0.0,Charpy_V
90.68,0.684,0.46,0.96,2.76,3.79,0.64,0.0148,0.0137,-40,7.4,9.2,82.3,0.0,Charpy_V
94.66,0.728,0.3,1.46,0.71,1.77,0.32,0.0331,0.0157,20,4.0,5.0,125.1,0.1,Charpy_V
89.89,0.263,0.73,1.21,4.11,3.62,0.13,0.0087,0.0274,100,30.2,37.7,67.9,89.5,Charpy_V
95.25,0.401,0.22,1.83,1.15,0.18,0.92,0.0293,0.0223,-40,17.0,21.2,119.4,0.0,Charpy_V
94.98,0.62,0.52,1.92,1.22,0.35,0.33,0.0249,0.0234,-20,4.0,5.0,124.9,0.0,Charpy_V
89.22,0.549,0.72,1.45,2.76,4.76,0.51,0.0185,0.0112,20,4.0,5.0,99.2,0.5,Charpy_V
93.07,0.371,0.41,0.95,3.68,0.84,0.63,0.0253,0.0251,20,4.0,5.0,113.4,0.2,Charpy_V
90.8,0.307,0.78,0.69,3.12,3.52,0.74,0.0112,0.0262,-20,4.0,5.0,80.1,0.1,Charpy_V
94.44,0.088,0.45,0.35,4.52,0.1,0.03,0.01,0.0207,0,4.0,5.0,73.5,0.7,Charpy_V
90.23,0.304,0.2,1.8,3.08,3.98,0.37,0.0173,0.0129,-40,4.0,5.0,71.2,0.1,Charpy_V
93.74,0.404,0.84,0.46,3.39,1.07,0.06,0.0249,0.008,-20,10.5,13.1,130.5,0.0,Charpy_V
96.12,0.107,0.16,0.56,0.74,2.1,0.16,0.0306,0.0195,-20,4.0,5.0,101.1,0.0,Charpy_V
92.33,0.607,0.82,1.22,0.75,3.93,0.31,0.0117,0.0168,0,4.0,5.0,87.2,0.3,Charpy_V
90.89,0.25,0.67,1.87,0.99,4.61,0.66,0.0348,0.0234,0,4.0,5.0,127.2,0.0,Charpy_V
88.91,0.602,0.73,1.92,3.62,3.47,0.69,0.0315,0.0124,-40,4.0,5.0,133.1,0.0,Charpy_V
92.24,0.606,0.31,1.85,2.67,1.5,0.78,0.0144,0.0291,20,12.1,15.1,81.4,1.6,Charpy_V
93.13,0.43,0.84,1.39,1.32,2.79,0.06,0.0224,0.0147,0,4.0,5.0,118.2,0.0,Charpy_V
89.17,0.082,0.29,1.48,4.13,4.04,0.79,0.0089,0.0149,-40,4.0,5.0,43.0,0.4,Charpy_V
92.36,0.582,0.96,1.06,0.68,3.34,0.96,0.0259,0.0251,-20,4.0,5.0,131.5,0.0,Charpy_V
92.41,0.339,0.96,1.35,2.56,1.51,0.83,0.0299,0.0154,-20,4.0,5.0,142.9,0.0,Charpy_V
93.77,0.798,0.13,1.73,1.18,1.97,0.37,0.032,0.0176,100,4.0,5.0,115.4,26.3,Charpy_V
95.99,0.649,0.6,1.06,0.92,0.46,0.28,0.0266,0.0153,100,6.1,7.6,131.4,11.0,Charpy_V
94.68,0.271,0.94,0.73,0.84,2.47,0.05,0.0061,0.0174,100,45.2,56.5,70.5,87.7,Charpy_V
90.44,0.663,0.89,0.32,3.27,3.43,0.96,0.0161,0.0099,-40,4.0,5.0,105.6,0.0,Charpy_V
95.15,0.425,0.9,1.1,0.98,0.47,0.94,0.0273,0.0128,100,4.0,5.0,142.8,5.5,Charpy_V
92.18,0.721,0.26,1.21,3.57,1.98,0.04,0.0118,0.0275,20,4.0,5.0,71.1,3.2,Charpy_V
91.09,0.077,0.48,0.42,4.39,2.88,0.65,0.0137,0.0106,20,4.0,5.0,70.6,3.3,Charpy_V
93.5,0.187,0.4,1.47,1.23,2.2,0.96,0.0238,0.0287,100,10.5,13.2,99.1,51.6,Charpy_V
91.95,0.157,0.57,0.73,4.99,1.33,0.23,0.0237,0.0178,100,20.7,25.9,109.2,35.1,Charpy_V
90.95,0.789,0.97,0.76,1.93,3.76,0.78,0.0323,0.0213,-20,4.0,5.0,146.6,0.0,Charpy_V
91.91,0.357,0.88,0.91,2.84,2.67,0.4,0.0242,0.0168,-40,6.3,7.9,122.7,0.0,Charpy_V
94.36,0.318,0.49,0.42,0.56,3.12,0.68,0.0241,0.0241,-20,8.3,10.3,103.2,0.0,Charpy_V
94.71,0.717,0.62,0.83,0.82,1.73,0.54,0.0109,0.0288,-40,4.0,5.0,84.9,0.0,Charpy_V
92.48,0.779,0.83,1.63,2.59,1.66,0.02,0.0063,0.0058,100,13.0,16.2,77.9,81.4,Charpy_V
91.47,0.296,0.89,1.77,0.89,4.5,0.15,0.0079,0.0213,-20,4.0,5.0,69.8,0.3,Charpy_V
96.3,0.287,0.65,1.51,0.05,0.17,0.99,0.0187,0.0284,20,4.0,5.0,112.4,0.2,Charpy_V
89.89,0.539,0.96,0.81,4.28,2.53,0.96,0.0091,0.0293,20,4.0,5.0,87.8,1.1,Charpy_V
89.22,0.765,0.51,1.2,4.02,3.61,0.62,0.0175,0.0248,-20,4.0,5.0,93.6,0.1,Charpy_V
90.5,0.246,0.8,1.81,2.51,3.9,0.19,0.0214,0.0209,0,4.0,5.0,106.9,0.1,Charpy_V
91.8,0.662,0.18,0.71,2.78,3.55,0.3,0.0078,0.0128,-20,4.1,5.1,46.9,1.1,Charpy_V
93.74,0.473,0.9,0.49,3.57,0.73,0.06,0.009,0.0288,100,11.7,14.6,92.3,62.6,Charpy_V
94.93,0.218,0.13,1.1,1.03,2.26,0.28,0.0231,0.0298,-20,4.0,5.0,85.9,0.1,Charpy_V
88.93,0.449,0.82,1.65,3.49,4.43,0.2,0.0103,0.025,-40,8.8,10.9,78.7,0.0,Charpy_V
92.93,0.434,0.77,0.97,0.65,3.4,0.82,0.0054,0.0191,100,49.5,61.8,59.5,93.7,Charpy_V
92.98,0.536,0.7,1.8,0.61,2.61,0.73,0.0241,0.0162,-20,4.0,5.0,118.1,0.0,Charpy_V
95.86,0.095,0.21,0.88,0.59,2.13,0.18,0.0284,0.0268,100,13.5,16.9,98.0,53.3,Charpy_V
97.16,0.199,0.32,0.68,0.26,0.97,0.37,0.0172,0.0127,-20,4.0,5.0,85.5,0.1,Charpy_V
93.51,0.337,0.96,0.54,3.4,0.96,0.25,0.0284,0.0144,100,4.0,5.0,142.6,5.5,Charpy_V
91.52,0.081,0.53,0.79,4.93,1.25,0.87,0.0145,0.0237,100,33.2,41.4,81.8,77.1,Charpy_V
93.28,0.301,0.9,0.42,4.15,0.84,0.09,0.0111,0.0076,0,4.0,5.0,95.6,0.2,Charpy_V
91.93,0.188,0.43,1.02,1.67,3.99,0.73,0.028,0.0276,0,4.8,6.0,103.5,0.1,Charpy_V
96.99,0.337,0.48,0.82,0.47,0.57,0.3,0.0297,0.0084,20,4.0,5.0,126.7,0.1,Charpy_V
88.8,0.654,0.96,0.73,4.29,3.87,0.67,0.0165,0.0077,0,9.9,12.4,108.5,0.1,Charpy_V
92.27,0.781,0.51,0.47,3.83,1.9,0.19,0.0195,0.0281,-20,6.1,7.6,104.8,0.0,Charpy_V
93.76,0.126,0.13,0.84,1.09,3.56,0.45,0.0207,0.0253,-40,7.0,8.7,73.6,0.1,Charpy_V
94.01,0.459,0.86,1.03,0.42,2.61,0.58,0.0204,0.0115,-40,4.0,5.0,114.9,0.0,Charpy_V
90.04,0.508,0.12,1.5,3.67,3.95,0.17,0.0238,0.0095,-20,4.0,5.0,87.4,0.1,Charpy_V
86.63,0.353,0.59,1.56,4.87,4.95,1.0,0.0317,0.021,-20,4.0,5.0,119.2,0.0,Charpy_V
91.7,0.768,0.67,0.38,4.94,0.78,0.72,0.021,0.0124,-40,4.0,5.0,120.8,0.0,Charpy_V
93.4,0.183,0.87,1.78,2.33,0.52,0.88,0.0196,0.016,-20,4.0,5.0,118.6,0.0,Charpy_V
92.34,0.503,0.52,1.82,1.59,2.89,0.3,0.0276,0.0076,-20,4.0,5.0,116.2,0.0,Charpy_V
89.99,0.519,0.92,0.31,4.45,3.61,0.17,0.0129,0.0186,-20,10.5,13.2,95.0,0.0,Charpy_V
92.31,0.633,0.55,1.63,1.58,2.58,0.69,0.01,0.0118,-40,4.0,5.0,74.4,0.0,Charpy_V
94.38,0.41,0.37,1.02,0.09,3.59,0.1,0.0206,0.0191,0,4.0,5.0,90.2,0.2,Charpy_V
92.42,0.787,0.11,0.39,4.17,1.2,0.91,0.0143,0.0067,-20,4.0,5.0,76.5,0.2,Charpy_V
94.55,0.202,0.94,1.2,0.5,2.25,0.33,0.0135,0.0185,-20,4.0,5.0,96.2,0.0,Charpy_V
94.91,0.718,0.45,0.43,1.15,1.55,0.77,0.0057,0.017,-20,4.0,5.0,57.9,0.6,Charpy_V
95.88,0.13,0.73,0.33,0.14,2.63,0.1,0.0339,0.0273,20,4.0,5.0,131.4,0.1,Charpy_V
92.49,0.329,0.53,0.59,2.89,2.18,0.95,0.0331,0.0191,-40,4.0,5.0,127.4,0.0,Charpy_V
90.46,0.673,0.75,0.52,3.33,3.47,0.76,0.0129,0.021,0,4.0,5.0,90.3,0.2,Charpy_V
94.48,0.251,0.9,1.74,2.01,0.15,0.45,0.0104,0.0086,-20,4.0,5.0,98.7,0.0,Charpy_V
90.22,0.41,0.48,1.59,4.85,2.39,0.01,0.0229,0.0213,100,4.0,5.0,104.5,42.5,Charpy_V
90.46,0.116,0.76,0.67,2.24,4.88,0.82,0.0304,0.0265,20,4.0,5.0,118.5,0.1,Charpy_V
96.04,0.758,0.14,0.99,0.3,1.55,0.17,0.0236,0.0245,0,4.0,5.0,99.5,0.1,Charpy_V
91.11,0.396,0.5,1.78,4.83,1.28,0.07,0.0245,0.0176,-40,4.0,5.0,113.4,0.0,Charpy_V
90.22,0.699,0.85,1.58,2.33,3.79,0.48,0.0271,0.027,20,4.0,5.0,129.6,0.1,Charpy_V
88.93,0.797,0.19,1.8,4.73,3.49,0.01,0.0296,0.0271,20,4.0,5.0,108.0,0.3,Charpy_V
88.45,0.691,0.76,0.94,4.97,3.31,0.82,0.0251,0.0297,0,4.0,5.0,122.8,0.0,Charpy_V
91.14,0.33,0.38,0.63,2.22,4.74,0.54,0.0136,0.0139,0,4.0,5.0,67.0,1.1,Charpy_V
97.19,0.139,0.32,0.35,0.04,1.12,0.8,0.0321,0.0148,0,8.5,10.6,116.6,0.0,Charpy_V
90.4,0.064,0.68,0.36,4.8,3.48,0.19,0.0097,0.0192,100,86.0,107.5,64.1,91.6,Charpy_V
94.21,0.132,0.37,0.34,3.91,0.26,0.75,0.0066,0.0113,100,65.1,81.4,56.2,94.9,Charpy_V
93.35,0.731,0.18,0.83,1.78,2.11,0.99,0.0143,0.018,0,10.9,13.6,74.8,0.7,Charpy_V
91.67,0.152,0.16,1.64,3.38,2.06,0.9,0.0173,0.0228,-40,7.3,9.1,72.3,0.1,Charpy_V
95.98,0.688,0.27,1.5,0.17,0.58,0.78,0.0294,0.0198,-40,6.3,7.9,122.4,0.0,Charpy_V
92.72,0.698,0.12,0.63,2.3,3.33,0.17,0.0067,0.018,20,4.0,5.0,41.1,19.7,Charpy_V
96.39,0.695,0.35,0.32,1.62,0.05,0.54,0.0163,0.0253,0,20.4,25.5,101.5,0.1,Charpy_V
