Fe,C,Si,Mn,Cr,Ni,Mo,V,tensile_strength_MPa,fatigue_limit_MPa,fatigue_ratio,basquin_exponent,cycles_to_failure_1e6,test_type,R_ratio
82.14,0.531,1.15,1.93,8.26,2.86,2.83,0.302,1575.4,746.5,0.474,-0.0806,8.0,rotating_bending,0.1
83.83,0.344,1.05,1.22,4.19,6.88,2.46,0.014,1221.1,572.4,0.469,-0.0914,8.0,torsion,-1.0
84.15,0.994,0.15,0.92,9.76,1.78,2.24,0.004,1875.8,893.4,0.476,-0.0802,8.0,rotating_bending,0.1
88.62,1.104,1.09,1.44,7.1,0.02,0.36,0.267,1873.5,967.5,0.516,-0.0837,8.0,rotating_bending,0.0
65.73,1.136,0.17,1.75,17.96,10.64,2.43,0.187,2480.8,1299.0,0.524,-0.0709,8.0,torsion,0.1
82.32,0.253,0.91,1.84,5.76,8.04,0.56,0.312,1155.1,540.3,0.468,-0.1043,7.02,rotating_bending,0.0
82.86,0.594,0.15,1.39,0.91,11.12,2.88,0.095,1446.5,724.8,0.501,-0.1095,6.35,torsion,0.1
89.44,0.449,1.05,0.93,2.62,4.87,0.34,0.288,1207.6,618.0,0.512,-0.0647,8.0,torsion,0.1
74.42,1.11,0.25,0.52,10.03,10.73,2.92,0.023,2152.6,1087.5,0.505,-0.1022,7.12,axial,-1.0
86.14,0.642,0.38,0.84,10.65,0.87,0.44,0.037,1441.3,765.4,0.531,-0.072,8.0,rotating_bending,0.1
75.84,0.599,1.0,0.37,11.19,9.33,1.5,0.179,1697.8,835.7,0.492,-0.0764,8.0,axial,0.0
74.22,1.052,0.58,1.61,10.1,10.59,1.58,0.259,2194.8,1248.3,0.569,-0.1106,6.05,torsion,0.1
77.39,0.248,0.91,1.24,13.31,5.99,0.82,0.085,1307.3,696.9,0.533,-0.0719,8.0,rotating_bending,0.0
83.19,0.899,0.3,1.8,10.48,1.52,1.39,0.422,1804.8,981.0,0.544,-0.109,6.35,axial,0.1
88.93,0.694,1.07,1.65,6.12,0.08,1.44,0.008,1509.9,673.7,0.446,-0.0954,7.94,torsion,0.0
80.46,0.564,0.2,1.92,4.02,11.07,1.28,0.493,1528.6,667.6,0.437,-0.0701,8.0,rotating_bending,0.0
73.57,0.211,0.23,1.02,16.81,6.51,1.58,0.071,1315.7,633.4,0.481,-0.0664,8.0,torsion,0.0
82.47,0.698,0.82,1.54,10.44,1.95,2.02,0.067,1623.0,754.0,0.465,-0.1142,6.63,axial,-1.0
73.12,0.198,0.72,1.69,16.01,6.23,1.7,0.335,1324.9,795.8,0.601,-0.0788,8.0,axial,0.1
67.69,0.143,0.91,1.89,15.6,11.79,1.58,0.394,1474.9,772.6,0.524,-0.0868,8.0,axial,-1.0
74.0,0.393,1.39,0.69,13.49,7.57,2.25,0.219,1617.6,950.2,0.587,-0.0771,8.0,rotating_bending,0.1
78.25,1.136,0.78,0.88,16.64,0.29,1.74,0.274,2181.2,1232.9,0.565,-0.0714,8.0,torsion,0.0
81.14,1.034,1.05,0.62,4.85,9.61,1.36,0.335,1942.9,916.6,0.472,-0.0921,7.98,torsion,0.0
80.85,0.632,1.28,0.71,7.47,7.38,1.44,0.23,1657.0,854.5,0.516,-0.0758,8.0,torsion,0.1
73.99,0.776,1.43,1.22,12.87,6.68,2.56,0.465,1953.6,983.6,0.503,-0.0888,8.0,rotating_bending,0.0
80.13,0.986,0.15,1.2,11.91,2.49,2.72,0.419,1908.5,965.8,0.506,-0.0712,8.0,torsion,0.0
78.41,0.832,1.28,0.69,15.6,0.4,2.74,0.059,1905.6,1074.5,0.564,-0.1,7.01,torsion,0.1
74.04,0.206,0.9,0.99,11.91,10.58,1.23,0.145,1324.5,671.1,0.507,-0.0925,7.85,axial,0.0
79.88,0.448,0.6,0.31,15.11,0.38,2.82,0.446,1492.4,832.4,0.558,-0.0824,8.0,axial,0.0
81.11,0.794,0.16,0.39,8.23,6.6,2.66,0.052,1688.2,844.3,0.5,-0.096,7.56,axial,-1.0
75.72,0.629,1.22,1.05,8.83,10.19,2.12,0.245,1770.0,861.3,0.487,-0.0619,8.0,axial,-1.0
84.06,0.304,0.48,1.67,0.79,11.91,0.39,0.398,1138.4,575.4,0.505,-0.0902,7.56,torsion,0.1
84.82,0.107,0.1,0.72,12.25,1.46,0.34,0.205,848.1,449.2,0.53,-0.0723,8.0,axial,0.1
70.92,1.131,0.46,1.75,15.54,9.27,0.51,0.411,2311.7,1189.2,0.514,-0.0992,7.36,torsion,0.1
82.24,0.636,0.92,0.91,8.56,4.36,1.92,0.451,1658.2,791.6,0.477,-0.0921,8.0,rotating_bending,0.0
87.31,1.191,1.21,1.43,6.22,2.06,0.24,0.347,2035.6,1084.6,0.533,-0.0622,8.0,torsion,0.0
77.96,0.331,1.17,1.3,4.7,11.78,2.69,0.064,1410.0,626.8,0.445,-0.0737,8.0,rotating_bending,0.0
92.54,1.126,0.43,0.44,4.67,0.23,0.11,0.457,1736.2,747.7,0.431,-0.0988,7.74,axial,0.1
84.27,0.758,1.16,1.06,5.58,5.79,0.97,0.419,1616.8,761.6,0.471,-0.0754,8.0,torsion,-1.0
72.82,0.84,1.38,1.33,10.08,11.53,1.88,0.13,2054.4,1113.8,0.542,-0.0968,7.16,torsion,-1.0
85.99,1.19,0.24,0.99,1.12,9.85,0.28,0.337,1901.7,797.4,0.419,-0.0746,8.0,rotating_bending,-1.0
81.45,0.509,0.83,0.98,5.41,9.64,0.82,0.361,1423.4,671.9,0.472,-0.0797,8.0,rotating_bending,0.1
77.04,0.517,1.26,0.69,9.44,9.67,1.06,0.321,1567.9,753.3,0.48,-0.1084,6.8,torsion,-1.0
76.62,0.164,0.48,1.75,6.24,11.68,2.94,0.134,1206.7,640.7,0.531,-0.1131,6.11,torsion,0.0
74.07,0.196,0.35,1.93,12.48,9.62,1.19,0.168,1289.0,631.5,0.49,-0.0862,8.0,torsion,0.1
79.26,0.191,0.71,0.97,16.88,1.84,0.03,0.119,1160.0,578.2,0.498,-0.1072,6.89,rotating_bending,0.0
77.7,0.13,0.56,0.78,9.99,8.76,1.6,0.466,1195.0,683.5,0.572,-0.0933,7.24,rotating_bending,0.0
70.88,0.171,1.06,1.42,17.11,8.76,0.16,0.442,1392.5,764.0,0.549,-0.0564,8.0,torsion,-1.0
88.84,1.1,0.67,1.57,2.04,2.97,2.42,0.381,1940.9,926.2,0.477,-0.0577,8.0,torsion,0.0
76.1,0.278,0.79,1.56,13.87,6.0,0.92,0.487,1361.8,688.6,0.506,-0.0711,8.0,torsion,0.0
86.63,0.659,0.51,1.37,2.12,7.86,0.85,0.0,1469.3,629.5,0.428,-0.059,8.0,rotating_bending,0.1
78.61,0.648,0.89,1.25,8.56,9.49,0.4,0.155,1676.1,813.0,0.485,-0.0625,8.0,rotating_bending,0.0
82.66,0.513,0.15,1.24,12.76,1.37,0.92,0.391,1444.7,735.1,0.509,-0.1005,7.24,axial,-1.0
76.5,0.276,1.35,0.48,12.72,5.99,2.61,0.063,1428.8,756.9,0.53,-0.0855,8.0,rotating_bending,-1.0
79.24,1.128,0.23,0.33,14.5,1.3,2.96,0.31,2192.6,1243.8,0.567,-0.1031,6.79,torsion,0.1
90.07,0.808,1.37,1.97,3.56,1.61,0.17,0.434,1586.2,839.7,0.529,-0.0836,8.0,rotating_bending,-1.0
87.42,0.435,0.56,0.33,2.43,8.34,0.36,0.115,1129.4,509.7,0.451,-0.0695,8.0,rotating_bending,-1.0
85.04,0.842,0.89,1.46,0.05,11.17,0.33,0.203,1645.3,828.0,0.503,-0.0869,7.79,torsion,0.0
69.57,0.982,1.47,1.88,16.17,8.78,1.1,0.053,2290.6,1274.1,0.556,-0.0563,8.0,rotating_bending,0.0
87.69,1.118,1.23,0.58,4.49,4.1,0.5,0.291,1926.5,890.9,0.462,-0.1083,6.73,rotating_bending,0.1
91.9,1.096,0.24,0.38,0.1,3.94,1.98,0.365,1700.6,801.9,0.472,-0.0739,8.0,torsion,-1.0
71.94,0.818,0.16,0.96,14.24,9.64,2.15,0.102,1929.1,966.8,0.501,-0.0851,8.0,torsion,0.0
78.08,1.087,0.15,0.84,10.74,7.26,1.44,0.408,2045.5,961.1,0.47,-0.0661,8.0,torsion,0.1
92.98,0.204,1.34,1.4,2.94,0.4,0.42,0.304,917.3,388.8,0.424,-0.0716,8.0,axial,0.0
72.49,0.966,0.28,1.84,12.1,10.77,1.34,0.218,2060.1,1142.1,0.554,-0.1094,6.26,rotating_bending,-1.0
80.44,1.012,1.26,1.93,12.57,2.49,0.06,0.24,1962.5,921.9,0.47,-0.0798,8.0,axial,0.0
70.72,1.192,1.16,1.65,11.1,11.83,1.92,0.43,2438.4,1412.1,0.579,-0.0592,8.0,torsion,0.1
93.71,0.14,0.34,0.4,1.9,2.22,1.02,0.272,738.1,363.2,0.492,-0.0727,8.0,rotating_bending,0.1
88.03,0.178,0.35,1.03,2.28,6.8,1.2,0.142,943.8,414.8,0.439,-0.0949,7.9,rotating_bending,-1.0
95.16,0.712,0.33,0.51,0.48,0.15,2.64,0.023,1333.8,578.7,0.434,-0.0888,8.0,torsion,-1.0
77.86,0.613,1.17,1.72,6.26,10.71,1.41,0.264,1683.1,929.1,0.552,-0.0644,8.0,axial,-1.0
75.07,0.645,1.17,1.06,14.22,7.42,0.34,0.078,1673.2,915.0,0.547,-0.0802,8.0,axial,0.0
83.41,0.246,0.42,1.28,7.62,6.18,0.51,0.331,1081.5,578.9,0.535,-0.0995,6.85,axial,-1.0
82.04,0.734,0.23,1.33,1.61,11.51,2.15,0.394,1657.0,795.5,0.48,-0.0635,8.0,torsion,-1.0
80.91,0.624,1.4,1.29,9.69,5.45,0.63,0.002,1648.3,775.7,0.471,-0.0844,8.0,axial,0.1
86.79,0.566,1.47,0.9,8.14,1.6,0.14,0.388,1483.6,679.5,0.458,-0.0807,8.0,axial,0.0
83.9,0.063,0.28,0.83,2.1,11.83,0.93,0.065,880.2,385.4,0.438,-0.0797,8.0,rotating_bending,0.0
82.45,0.271,0.57,1.54,12.05,0.86,2.24,0.027,1172.4,627.5,0.535,-0.0993,7.11,axial,0.0
73.93,0.328,0.49,1.82,11.45,8.77,2.75,0.456,1513.2,855.1,0.565,-0.1031,6.7,rotating_bending,-1.0
69.33,1.157,1.36,0.76,14.46,11.95,0.76,0.218,2331.5,1096.0,0.47,-0.1018,7.5,axial,-1.0
76.89,1.094,1.11,1.45,9.41,9.38,0.47,0.196,2138.2,1068.7,0.5,-0.1084,6.58,torsion,-1.0
85.82,0.091,0.29,1.6,0.32,11.21,0.26,0.4,865.1,385.5,0.446,-0.0894,8.0,rotating_bending,0.1
72.94,0.076,1.32,1.24,10.96,11.12,2.0,0.345,1315.6,734.8,0.559,-0.108,6.34,axial,-1.0
79.82,1.111,1.34,1.07,15.43,0.58,0.45,0.207,2080.6,1063.7,0.511,-0.1052,6.91,axial,0.1
89.44,0.23,0.7,1.21,0.41,5.33,2.34,0.34,1019.6,504.7,0.495,-0.0604,8.0,rotating_bending,0.1
86.52,0.691,1.2,1.22,5.83,1.64,2.66,0.235,1606.2,843.3,0.525,-0.0667,8.0,torsion,0.1
76.66,0.436,1.24,1.66,15.22,1.39,2.91,0.48,1667.2,896.8,0.538,-0.111,6.53,torsion,0.0
86.54,1.192,0.89,0.91,5.19,3.08,1.99,0.21,2012.9,905.0,0.45,-0.0857,8.0,rotating_bending,0.1
90.36,0.282,1.43,1.05,3.14,2.38,0.84,0.5,1124.6,515.1,0.458,-0.0953,7.76,rotating_bending,-1.0
77.58,0.121,0.48,1.61,15.93,2.66,1.39,0.235,1192.4,645.2,0.541,-0.0748,8.0,torsion,0.1
85.08,0.897,0.94,1.41,0.16,11.13,0.2,0.183,1721.3,769.0,0.447,-0.1149,6.26,rotating_bending,0.1
79.21,0.916,1.25,1.79,8.78,7.57,0.24,0.244,1913.1,915.0,0.478,-0.0896,8.0,axial,0.0
74.51,1.088,0.65,1.97,13.66,6.14,1.93,0.051,2168.4,1237.3,0.571,-0.0801,8.0,torsion,0.1
85.43,0.782,1.27,1.66,6.22,3.12,1.29,0.234,1697.3,847.9,0.5,-0.0563,8.0,torsion,0.1
75.12,0.689,1.43,1.16,15.97,4.3,1.14,0.209,1837.2,996.4,0.542,-0.0818,8.0,rotating_bending,0.0
78.96,0.402,1.4,1.3,7.34,7.81,2.3,0.48,1476.1,749.6,0.508,-0.0863,8.0,torsion,0.0
87.78,0.229,1.33,1.04,7.42,0.43,1.49,0.277,1105.8,563.5,0.51,-0.0726,8.0,torsion,0.1
87.42,0.34,1.24,1.91,2.45,5.97,0.64,0.03,1130.4,553.1,0.489,-0.083,8.0,rotating_bending,0.1
81.24,0.061,1.23,0.6,10.91,4.04,1.76,0.158,1055.5,497.0,0.471,-0.1016,7.44,axial,-1.0
88.94,0.542,1.02,0.75,0.22,6.23,1.82,0.481,1329.1,645.9,0.486,-0.0593,8.0,axial,0.0
78.85,0.421,0.43,0.75,9.08,8.93,1.51,0.034,1453.4,770.8,0.53,-0.0666,8.0,axial,0.0
93.36,1.008,1.14,1.74,1.15,0.38,0.78,0.45,1736.6,856.8,0.493,-0.0714,8.0,axial,0.1
88.6,0.514,0.4,0.91,5.11,2.11,2.23,0.126,1315.8,645.9,0.491,-0.0918,7.86,torsion,0.0
79.54,0.5,0.21,0.45,10.63,7.19,1.26,0.216,1438.2,740.0,0.515,-0.106,6.72,torsion,-1.0
90.68,0.192,0.24,1.34,3.54,3.02,0.52,0.479,881.8,457.9,0.519,-0.1012,6.73,torsion,-1.0
79.26,0.53,1.13,0.49,14.51,3.04,0.75,0.295,1567.4,903.7,0.577,-0.0642,8.0,torsion,0.0
88.9,0.093,0.85,1.5,6.1,1.33,0.84,0.386,854.4,407.8,0.477,-0.0663,8.0,axial,-1.0
78.89,0.808,0.89,1.1,8.92,8.79,0.26,0.334,1806.1,890.6,0.493,-0.0908,7.97,axial,0.1
83.82,0.606,0.32,1.6,8.87,4.07,0.44,0.276,1438.9,760.0,0.528,-0.0981,7.05,axial,-1.0
85.24,0.65,0.32,1.43,10.9,1.04,0.11,0.31,1460.2,783.0,0.536,-0.0962,7.19,torsion,0.1
84.77,0.146,1.49,0.52,1.3,10.54,0.91,0.325,1036.3,469.9,0.453,-0.0915,8.0,rotating_bending,-1.0
76.45,0.445,0.67,1.52,9.21,11.32,0.13,0.252,1489.2,667.6,0.448,-0.0806,8.0,axial,0.0
86.43,0.06,0.22,0.51,3.34,6.14,2.98,0.326,900.7,405.8,0.45,-0.0835,8.0,rotating_bending,0.1
72.53,0.216,1.39,1.05,17.9,5.04,1.82,0.052,1395.4,821.9,0.589,-0.068,8.0,axial,0.1
78.5,0.85,0.69,1.26,11.68,4.2,2.75,0.067,1882.0,1033.2,0.549,-0.1147,6.05,torsion,0.0
87.45,0.179,0.23,0.87,6.72,2.57,1.76,0.221,970.5,519.8,0.536,-0.0736,8.0,axial,0.0
80.07,0.853,0.54,0.47,4.9,9.98,2.94,0.247,1822.3,818.6,0.449,-0.1066,7.16,rotating_bending,0.0
90.02,1.134,0.84,0.85,2.85,4.06,0.06,0.182,1861.1,906.2,0.487,-0.1083,6.41,axial,0.0
81.45,0.542,0.37,0.35,14.49,0.23,2.49,0.072,1496.6,892.2,0.596,-0.0788,8.0,rotating_bending,0.1
76.84,0.177,1.31,1.73,11.75,6.03,2.16,0.003,1333.1,674.3,0.506,-0.1085,6.69,rotating_bending,0.1
81.87,0.247,1.03,1.34,11.58,1.06,2.68,0.195,1280.9,651.5,0.509,-0.0873,8.0,rotating_bending,0.1
80.59,0.412,1.23,0.75,3.87,9.9,2.96,0.278,1420.3,658.5,0.464,-0.0693,8.0,axial,-1.0
87.15,1.056,0.14,1.26,3.86,4.09,2.35,0.096,1781.6,901.1,0.506,-0.0757,8.0,rotating_bending,-1.0
86.17,0.941,1.23,1.2,3.36,5.11,1.65,0.339,1775.4,820.5,0.462,-0.1049,7.02,axial,-1.0
76.07,0.79,0.57,1.58,11.68,7.65,1.66,0.006,1885.6,1018.7,0.54,-0.0924,7.55,axial,-1.0
85.18,0.726,0.45,0.65,6.13,5.72,0.89,0.257,1541.5,795.3,0.516,-0.0888,7.84,axial,0.0
80.79,0.442,0.52,1.28,8.97,6.95,0.86,0.183,1399.4,637.8,0.456,-0.1119,6.73,rotating_bending,0.0
88.08,0.135,0.25,1.68,0.7,7.91,0.82,0.436,838.0,395.6,0.472,-0.0921,7.77,axial,0.0
77.34,1.197,0.7,0.89,12.78,4.37,2.5,0.227,2256.5,1266.4,0.561,-0.1086,6.37,rotating_bending,0.0
79.76,0.896,0.4,0.55,5.69,11.71,0.77,0.228,1797.6,890.5,0.495,-0.0578,8.0,axial,0.0
74.61,0.404,0.26,1.73,17.95,3.51,1.07,0.471,1516.2,874.7,0.577,-0.0973,7.15,torsion,0.1
78.05,1.136,1.24,1.56,13.27,2.14,2.47,0.138,2230.8,1288.5,0.578,-0.099,6.88,rotating_bending,-1.0
77.27,0.173,1.02,1.72,12.93,6.28,0.14,0.467,1274.2,692.7,0.544,-0.0702,8.0,rotating_bending,0.0
72.9,0.91,0.72,1.55,11.25,10.25,2.41,0.021,2041.1,972.7,0.477,-0.0789,8.0,torsion,-1.0
74.47,1.053,0.5,0.45,16.86,4.54,1.73,0.396,2164.4,1144.7,0.529,-0.072,8.0,axial,0.0
82.05,1.12,1.22,1.04,8.88,3.19,2.11,0.401,2153.5,1091.2,0.507,-0.0764,8.0,torsion,0.1
72.84,1.073,0.75,1.42,16.11,4.72,2.89,0.208,2331.7,1318.7,0.566,-0.0724,8.0,rotating_bending,-1.0
82.61,0.665,1.07,1.45,4.54,7.04,2.39,0.238,1615.4,881.6,0.546,-0.083,8.0,axial,-1.0
83.94,0.086,0.34,1.38,7.56,6.1,0.19,0.417,980.9,516.3,0.526,-0.1039,6.61,axial,0.0
81.77,0.991,1.0,0.83,11.81,2.53,0.95,0.12,1903.1,1073.3,0.564,-0.095,7.12,rotating_bending,0.1
87.57,0.994,1.3,0.59,4.88,3.43,0.81,0.428,1833.4,803.1,0.438,-0.1104,6.87,rotating_bending,0.1
95.12,0.678,0.93,1.89,0.15,0.57,0.57,0.084,1316.4,597.2,0.454,-0.0555,8.0,rotating_bending,-1.0
78.52,0.407,1.48,1.71,8.46,6.66,2.53,0.24,1493.7,720.7,0.483,-0.0653,8.0,axial,0.1
82.39,0.631,0.68,1.79,2.27,10.5,1.54,0.202,1553.8,814.2,0.524,-0.0925,7.33,axial,-1.0
78.09,0.688,1.21,0.31,11.36,7.16,0.95,0.226,1698.6,825.3,0.486,-0.0676,8.0,axial,0.0
68.7,0.728,0.84,0.75,16.19,11.13,1.21,0.445,2026.5,1096.0,0.541,-0.1076,6.64,torsion,0.1
88.16,0.895,0.61,0.33,1.81,5.95,2.07,0.167,1636.1,820.4,0.501,-0.0731,8.0,axial,-1.0
84.38,0.323,0.73,0.62,4.83,6.41,2.5,0.201,1237.7,578.4,0.467,-0.0666,8.0,axial,0.0
81.42,0.244,1.18,0.52,8.17,6.08,2.06,0.317,1261.9,691.3,0.548,-0.1123,6.07,torsion,-1.0
75.62,1.151,0.55,0.67,12.19,9.1,0.67,0.038,2117.5,1203.4,0.568,-0.0614,8.0,axial,-1.0
73.98,0.88,0.22,1.74,13.18,7.33,2.46,0.202,2021.2,1016.3,0.503,-0.0843,8.0,axial,0.1
66.9,0.669,0.89,1.91,16.24,10.51,2.4,0.472,2019.6,1120.3,0.555,-0.0642,8.0,rotating_bending,0.0
89.64,0.21,0.45,1.54,2.97,4.22,0.79,0.175,922.2,457.8,0.496,-0.0929,7.5,rotating_bending,0.1
78.47,0.976,0.62,1.4,13.06,2.52,2.65,0.308,2001.7,1186.2,0.593,-0.0697,8.0,torsion,0.0
75.42,0.438,1.23,1.48,13.78,5.29,2.15,0.193,1593.6,798.9,0.501,-0.077,8.0,rotating_bending,0.0
75.22,0.407,0.75,1.45,9.75,10.12,2.29,0.029,1514.7,841.9,0.556,-0.1083,6.27,axial,0.1
79.82,0.996,0.51,1.5,9.24,7.03,0.54,0.368,1976.5,928.5,0.47,-0.1082,6.87,rotating_bending,0.0
73.35,0.866,0.17,0.42,14.45,9.71,0.74,0.308,1990.0,1136.6,0.571,-0.1102,6.15,torsion,0.0
94.01,0.699,1.02,1.87,1.02,0.35,0.53,0.493,1367.2,674.0,0.493,-0.0781,8.0,torsion,0.1
72.96,1.099,0.47,1.09,9.88,11.39,3.0,0.118,2205.7,1029.6,0.467,-0.1144,6.65,rotating_bending,0.1
83.67,0.076,1.06,0.8,10.08,3.61,0.5,0.204,1030.8,489.1,0.474,-0.0829,8.0,rotating_bending,0.1
81.27,0.635,0.32,1.44,13.57,1.32,1.4,0.035,1519.1,801.7,0.528,-0.084,8.0,rotating_bending,0.1
81.96,0.759,0.63,1.97,0.55,11.98,1.87,0.279,1699.3,729.0,0.429,-0.0986,7.71,torsion,0.1
83.1,0.856,0.51,0.81,5.33,8.71,0.69,0.0,1656.6,725.6,0.438,-0.1007,7.49,torsion,0.0
79.34,0.597,0.16,1.95,12.89,3.88,0.96,0.224,1582.2,848.5,0.536,-0.1062,6.6,torsion,-1.0
79.14,0.345,0.63,1.78,11.94,4.1,2.05,0.01,1360.5,760.2,0.559,-0.0577,8.0,torsion,-1.0
77.77,1.096,0.82,0.91,8.37,8.28,2.65,0.103,2185.6,1227.5,0.562,-0.0661,8.0,torsion,0.1
83.37,0.14,0.62,1.47,12.08,1.92,0.02,0.376,1115.5,546.4,0.49,-0.0724,8.0,rotating_bending,0.0
90.43,1.007,0.9,1.29,3.78,0.89,1.39,0.308,1769.0,783.1,0.443,-0.058,8.0,axial,-1.0
83.14,0.485,0.75,0.45,10.96,3.46,0.48,0.272,1353.5,720.4,0.532,-0.0776,8.0,torsion,0.0
84.28,0.789,0.49,0.67,4.58,5.89,2.9,0.416,1692.9,815.7,0.482,-0.0932,7.92,rotating_bending,0.0
73.05,1.187,1.43,0.43,16.8,4.36,2.53,0.209,2467.2,1447.9,0.587,-0.113,6.06,torsion,-1.0
85.41,0.265,0.58,0.89,8.44,4.01,0.32,0.073,1048.2,462.7,0.441,-0.0868,8.0,torsion,0.1
75.91,0.86,0.57,0.83,16.79,2.98,1.93,0.138,1986.9,1176.8,0.592,-0.0647,8.0,rotating_bending,0.1
88.89,0.336,1.03,1.51,0.19,5.27,2.53,0.245,1166.2,535.3,0.459,-0.0627,8.0,torsion,0.0
82.19,0.287,1.06,0.9,12.83,1.89,0.76,0.078,1232.1,613.2,0.498,-0.1141,6.36,rotating_bending,0.0
78.5,0.534,0.2,1.17,8.19,9.21,1.98,0.223,1531.6,732.9,0.479,-0.0714,8.0,axial,-1.0
91.76,0.226,1.38,0.41,0.99,2.25,2.73,0.26,998.2,482.9,0.484,-0.0935,7.67,torsion,0.0
76.41,0.076,0.44,0.56,15.47,5.61,1.21,0.225,1150.0,680.5,0.592,-0.064,8.0,rotating_bending,0.0
84.59,0.384,0.33,1.87,7.62,3.35,1.41,0.459,1308.7,708.6,0.541,-0.0894,7.72,rotating_bending,0.1
76.83,1.194,1.44,1.73,12.39,3.54,2.74,0.138,2280.0,1297.7,0.569,-0.0599,8.0,axial,0.1
82.44,0.974,1.21,0.63,12.02,1.12,1.52,0.081,1964.1,1131.1,0.576,-0.0959,7.0,rotating_bending,0.1
71.6,0.638,1.44,1.11,12.58,11.06,1.12,0.451,1863.2,1072.7,0.576,-0.0592,8.0,axial,-1.0
84.66,0.51,1.32,0.91,10.8,1.42,0.17,0.206,1354.7,695.6,0.513,-0.0841,8.0,torsion,-1.0
86.79,0.797,0.69,1.02,2.53,6.16,1.76,0.238,1651.3,766.1,0.464,-0.0717,8.0,rotating_bending,0.0
86.78,0.993,0.88,1.07,5.14,3.58,1.15,0.418,1828.8,880.0,0.481,-0.0642,8.0,rotating_bending,0.0
75.59,0.685,0.42,1.56,9.58,9.71,2.34,0.108,1767.8,957.0,0.541,-0.067,8.0,rotating_bending,0.0
84.58,0.249,0.1,1.07,6.34,6.66,0.56,0.43,1047.9,514.7,0.491,-0.0851,8.0,rotating_bending,0.1
75.86,0.363,0.34,1.52,13.86,5.55,2.14,0.368,1443.7,716.9,0.497,-0.057,8.0,rotating_bending,0.0
77.1,0.264,0.28,0.54,13.47,5.64,2.35,0.373,1372.9,662.2,0.482,-0.0963,7.94,axial,0.1
80.09,0.061,0.15,1.75,12.31,3.18,2.06,0.396,1094.6,558.3,0.51,-0.1128,6.47,torsion,-1.0
74.04,0.795,0.58,1.63,10.35,11.82,0.74,0.04,1860.5,1029.6,0.553,-0.1149,5.83,rotating_bending,0.1
73.27,1.14,1.34,0.66,11.41,9.13,2.96,0.09,2308.6,1295.9,0.561,-0.0947,7.3,rotating_bending,-1.0
74.04,0.535,1.21,1.09,9.68,11.94,1.2,0.308,1638.3,874.0,0.533,-0.0587,8.0,axial,-1.0
93.34,0.153,0.4,1.15,0.36,3.03,1.55,0.007,738.0,325.8,0.441,-0.0842,8.0,axial,-1.0
81.06,1.124,0.56,0.53,4.26,9.31,2.91,0.233,2048.6,981.2,0.479,-0.0996,7.37,rotating_bending,0.0
80.29,0.664,0.26,1.71,4.53,9.33,2.87,0.348,1590.1,818.7,0.515,-0.0874,8.0,axial,0.1
84.5,0.782,1.15,1.45,3.57,5.93,2.37,0.238,1756.4,896.6,0.51,-0.0904,7.76,torsion,-1.0
84.09,0.744,1.38,0.39,2.79,9.47,1.08,0.059,1624.3,854.1,0.526,-0.0678,8.0,axial,0.0
76.18,0.867,0.26,0.99,15.26,4.41,1.77,0.252,1927.1,938.4,0.487,-0.0806,8.0,torsion,0.1
87.29,0.604,0.21,1.25,5.98,1.86,2.55,0.261,1421.8,788.2,0.554,-0.0666,8.0,axial,0.1
79.0,0.056,0.7,0.64,16.39,2.1,0.86,0.258,1051.8,577.6,0.549,-0.1097,6.4,rotating_bending,0.0
72.09,0.945,1.13,1.28,14.8,6.75,2.89,0.109,2151.6,1228.6,0.571,-0.0928,7.51,torsion,0.1
83.92,0.262,0.51,1.52,1.52,9.74,2.16,0.365,1167.0,587.9,0.504,-0.0651,8.0,rotating_bending,-1.0
76.09,0.077,0.62,0.55,10.05,11.01,1.17,0.422,1125.6,515.6,0.458,-0.1049,7.29,torsion,-1.0
88.65,0.197,1.16,1.1,2.7,3.17,2.84,0.184,1043.2,518.0,0.497,-0.1138,6.21,rotating_bending,-1.0
75.13,0.782,0.43,1.28,11.65,8.24,2.33,0.156,1885.0,1008.2,0.535,-0.0561,8.0,axial,0.1
81.61,1.146,0.64,1.64,11.16,0.99,2.47,0.339,2133.6,1039.2,0.487,-0.0602,8.0,axial,0.0
79.28,0.705,1.4,1.2,6.36,9.57,1.33,0.159,1703.0,883.3,0.519,-0.0669,8.0,rotating_bending,0.1
79.4,0.726,0.9,1.12,9.9,5.9,1.7,0.358,1763.3,839.3,0.476,-0.111,6.74,torsion,0.1
85.47,1.151,0.18,1.05,3.35,5.82,2.49,0.475,1979.1,1015.4,0.513,-0.0938,7.51,torsion,0.0
86.46,1.096,1.32,1.25,5.85,3.52,0.1,0.408,1890.6,913.7,0.483,-0.0659,8.0,rotating_bending,-1.0
82.58,0.22,1.09,1.04,4.5,8.24,2.23,0.09,1153.5,620.2,0.538,-0.0699,8.0,torsion,0.1
84.71,0.415,1.42,0.93,0.97,9.16,2.11,0.299,1326.6,654.5,0.493,-0.09,7.84,axial,-1.0
86.95,0.166,0.46,0.6,0.51,10.91,0.02,0.368,912.5,388.0,0.425,-0.0603,8.0,torsion,0.1
69.84,0.283,0.48,1.16,17.56,7.4,2.81,0.48,1542.0,923.7,0.599,-0.063,8.0,axial,-1.0
80.5,1.192,0.12,0.81,11.22,5.63,0.35,0.184,2038.4,925.9,0.454,-0.0764,8.0,rotating_bending,-1.0
