Fe,C,Si,Mn,Cr,Ni,Mo,V,W,Cu,CE_IIW,Pcm,Ac1_C,Ac3_C,Ms_C,treatment_type,cooling_medium,hardness_HRC,hardenability_mm,weldability
82.81,0.462,1.41,1.7,4.37,6.95,0.24,0.527,1.17,0.36,2.261,1.016,714.0,792.0,114.0,quenching,water,61.4,88.0,poor
87.33,0.711,0.15,1.09,6.0,1.55,1.6,0.455,0.86,0.25,2.624,1.261,800.0,820.0,93.0,annealing,furnace,26.4,114.4,poor
81.37,0.239,1.35,1.49,8.23,4.02,0.95,0.689,1.43,0.23,2.746,0.981,830.0,912.0,215.0,tempering,air,24.4,110.6,poor
79.73,0.147,0.75,1.63,8.33,3.67,2.54,0.177,2.69,0.32,2.897,0.935,827.0,908.0,242.0,tempering,air,32.5,157.0,poor
81.34,0.437,1.68,0.48,7.02,5.35,0.42,0.312,2.79,0.16,2.435,1.024,817.0,815.0,157.0,normalizing,air,29.1,87.7,poor
85.37,0.118,0.42,0.66,7.79,1.23,2.93,0.388,0.71,0.39,2.557,0.828,847.0,973.0,331.0,tempering,air,31.3,145.7,poor
71.39,1.183,1.75,0.92,13.42,5.36,1.31,0.873,3.38,0.41,4.843,2.243,926.0,818.0,-256.0,tempering,air,46.6,165.8,poor
77.28,1.079,1.62,0.74,6.71,5.88,2.92,0.168,3.19,0.41,3.582,1.836,801.0,792.0,-147.0,annealing,furnace,31.1,178.7,poor
77.35,0.881,1.75,1.75,5.37,4.93,2.34,0.765,4.45,0.42,3.224,1.631,795.0,876.0,-57.0,annealing,furnace,24.6,156.9,poor
79.87,0.622,0.51,1.61,6.32,4.31,2.04,0.526,3.78,0.39,2.983,1.316,783.0,826.0,59.0,quenching,air,66.4,143.7,poor
79.82,0.428,0.21,0.45,12.44,1.71,2.5,0.986,1.21,0.23,3.819,1.385,917.0,942.0,145.0,tempering,air,37.6,162.3,poor
79.22,1.036,1.34,1.43,12.18,0.33,2.38,0.196,1.73,0.15,4.258,1.953,962.0,854.0,-114.0,normalizing,air,42.6,173.7,poor
76.53,0.749,1.85,1.91,7.33,7.5,0.0,0.192,3.67,0.26,3.091,1.431,781.0,723.0,-58.0,tempering,air,42.0,105.8,poor
71.81,0.847,1.99,0.78,12.68,4.9,1.1,0.883,4.98,0.03,4.239,1.831,940.0,864.0,-92.0,quenching,air,67.6,145.7,poor
77.14,0.323,0.49,0.37,13.83,6.08,0.16,0.634,0.6,0.38,3.741,1.244,872.0,795.0,115.0,annealing,furnace,17.3,113.5,poor
83.41,0.537,0.51,1.97,4.44,4.97,2.49,0.004,1.41,0.27,2.6,1.137,721.0,787.0,92.0,tempering,air,25.9,152.1,poor
81.63,0.772,1.89,1.25,7.51,1.58,2.34,0.692,2.3,0.04,3.195,1.526,884.0,938.0,38.0,annealing,furnace,25.7,146.9,poor
73.21,0.947,1.6,1.54,14.65,2.2,1.56,0.664,3.54,0.1,4.731,2.022,990.0,869.0,-136.0,normalizing,air,44.5,168.1,poor
82.77,0.617,1.15,1.23,2.39,6.27,2.2,0.23,2.76,0.4,2.229,1.13,699.0,800.0,84.0,normalizing,air,33.2,132.6,poor
71.03,0.879,1.07,1.37,14.56,5.84,2.82,0.019,2.24,0.18,4.988,2.007,905.0,769.0,-175.0,annealing,furnace,25.3,217.0,poor
81.79,1.025,0.14,0.64,14.34,0.53,0.11,0.387,0.76,0.28,4.154,1.848,962.0,746.0,-98.0,quenching,oil,68.0,109.0,poor
88.85,0.461,0.42,0.67,0.58,6.69,0.35,0.823,0.7,0.45,1.4,0.778,633.0,786.0,195.0,normalizing,air,26.9,61.2,poor
79.82,0.567,1.21,0.86,11.53,2.01,2.39,0.152,1.09,0.38,3.683,1.454,921.0,872.0,80.0,normalizing,air,25.6,162.3,poor
80.15,1.198,1.51,1.91,3.73,6.03,2.67,0.529,2.12,0.15,3.315,1.87,725.0,803.0,-198.0,quenching,oil,66.0,171.0,poor
78.55,0.287,0.26,1.64,9.23,4.28,1.34,0.702,3.49,0.21,3.115,1.081,823.0,863.0,170.0,annealing,furnace,17.0,130.7,poor
81.83,0.577,0.36,0.36,10.7,1.15,0.9,0.401,3.53,0.19,3.125,1.27,918.0,825.0,128.0,annealing,furnace,19.8,105.1,poor
77.82,0.749,1.82,1.41,6.37,6.76,1.47,0.53,2.91,0.16,3.12,1.471,777.0,814.0,-29.0,quenching,oil,68.0,137.1,poor
79.45,0.489,0.53,0.96,12.08,0.25,1.4,0.254,4.37,0.21,3.426,1.292,960.0,859.0,142.0,normalizing,air,30.6,127.9,poor
72.25,1.137,1.85,0.95,11.82,3.98,2.94,0.963,3.87,0.24,4.722,2.208,928.0,908.0,-207.0,normalizing,air,42.5,200.5,poor
75.43,0.649,1.77,0.45,12.45,3.7,1.0,0.177,4.07,0.3,3.716,1.514,948.0,819.0,27.0,annealing,furnace,26.6,129.6,poor
81.57,0.53,1.43,0.95,7.27,4.36,1.02,0.076,2.55,0.24,2.667,1.148,824.0,800.0,113.0,quenching,oil,61.5,109.4,poor
79.69,1.178,1.96,1.29,7.35,1.49,1.14,0.785,4.82,0.3,3.367,1.87,900.0,872.0,-122.0,annealing,furnace,34.6,118.3,poor
88.36,0.149,0.81,0.35,0.03,7.17,2.25,0.289,0.57,0.03,1.2,0.494,630.0,860.0,321.0,quenching,air,42.0,107.7,poor
74.91,0.85,2.0,1.64,6.7,6.51,2.23,0.089,4.63,0.44,3.39,1.621,800.0,793.0,-83.0,tempering,air,44.4,164.9,poor
76.04,1.063,0.23,0.39,9.72,7.28,2.38,0.799,1.8,0.3,4.213,1.951,782.0,758.0,-187.0,annealing,furnace,31.2,179.4,poor
71.23,1.145,0.79,1.33,12.33,7.31,1.57,0.418,3.64,0.23,4.733,2.135,844.0,710.0,-276.0,annealing,furnace,33.6,179.3,poor
70.31,0.668,1.3,1.72,13.1,5.22,2.85,0.219,4.52,0.1,4.541,1.755,908.0,835.0,-68.0,quenching,air,67.9,207.2,poor
87.39,0.999,0.84,0.49,5.44,0.49,1.98,0.697,1.34,0.33,2.758,1.549,838.0,872.0,12.0,normalizing,air,43.4,118.4,poor
73.37,0.716,1.9,0.43,13.96,1.67,2.52,0.09,4.94,0.4,4.241,1.724,1017.0,886.0,6.0,tempering,air,42.7,175.8,poor
82.11,0.958,1.47,0.51,1.54,7.8,1.45,0.732,3.41,0.02,2.308,1.41,680.0,780.0,-49.0,quenching,air,68.0,111.5,poor
87.42,0.674,1.64,1.94,4.34,0.47,1.43,0.03,1.93,0.14,2.196,1.155,832.0,857.0,124.0,quenching,water,68.0,104.2,poor
74.75,0.452,1.83,0.45,11.5,5.8,0.98,0.907,3.28,0.05,3.595,1.366,893.0,892.0,85.0,annealing,furnace,19.5,128.6,poor
88.97,0.191,0.34,1.72,1.82,2.64,0.86,0.058,3.0,0.4,1.228,0.506,724.0,830.0,331.0,annealing,furnace,16.7,71.6,poor
75.6,0.804,0.97,1.54,10.06,6.7,0.15,0.535,3.3,0.34,3.679,1.609,817.0,730.0,-89.0,normalizing,air,38.0,118.2,poor
81.94,0.628,0.82,0.9,3.52,6.54,2.65,0.888,1.98,0.13,2.635,1.258,703.0,862.0,67.0,tempering,air,44.2,149.8,poor
73.9,0.68,1.16,1.66,12.9,5.45,0.81,0.464,2.81,0.15,4.165,1.646,887.0,785.0,-58.0,quenching,oil,68.0,145.8,poor
75.78,0.89,1.47,0.38,8.82,7.69,1.89,0.961,1.9,0.23,3.814,1.76,797.0,826.0,-106.0,normalizing,air,41.4,158.0,poor
78.19,0.6,1.64,0.82,11.48,4.04,0.79,0.644,1.48,0.34,3.61,1.47,901.0,856.0,44.0,quenching,oil,68.0,122.5,poor
83.49,0.305,1.14,0.52,1.39,5.33,2.17,0.843,4.58,0.22,1.643,0.768,717.0,924.0,267.0,tempering,air,34.5,109.8,poor
78.41,0.405,0.75,0.42,11.44,6.73,0.42,0.751,0.64,0.04,3.447,1.24,828.0,803.0,94.0,normalizing,air,24.6,114.0,poor
77.83,0.255,1.25,0.69,8.92,7.57,2.76,0.2,0.5,0.02,3.253,1.109,782.0,856.0,147.0,quenching,oil,48.1,174.8,poor
72.06,0.349,1.7,1.96,11.33,6.59,1.86,0.529,3.61,0.02,3.86,1.358,858.0,879.0,64.0,normalizing,air,28.1,170.5,poor
84.14,0.149,0.39,0.93,10.36,1.66,0.49,0.262,1.42,0.2,2.651,0.823,885.0,867.0,289.0,normalizing,air,17.1,90.4,poor
77.04,0.751,1.54,0.64,11.39,1.11,2.97,0.285,4.19,0.1,3.865,1.653,965.0,909.0,22.0,tempering,air,53.6,176.8,poor
80.72,0.117,0.13,1.14,11.56,4.62,0.11,0.552,0.57,0.48,3.091,0.92,840.0,837.0,233.0,tempering,air,27.4,98.3,poor
82.46,0.132,0.75,1.2,5.04,2.76,2.54,0.934,4.14,0.05,2.222,0.78,801.0,1005.0,318.0,quenching,air,38.7,132.2,poor
75.34,1.02,0.34,1.95,11.54,4.28,2.33,0.733,2.3,0.17,4.562,2.014,853.0,805.0,-185.0,normalizing,air,47.7,189.6,poor
79.87,1.023,0.21,1.13,6.11,7.98,1.28,0.683,1.42,0.31,3.377,1.693,698.0,704.0,-152.0,annealing,furnace,31.0,137.6,poor
76.31,0.852,1.86,0.8,9.89,3.74,0.77,0.919,4.79,0.07,3.556,1.658,907.0,868.0,-38.0,annealing,furnace,27.8,117.5,poor
84.34,0.195,1.93,0.89,3.78,3.29,1.24,0.459,3.44,0.43,1.688,0.698,804.0,943.0,316.0,quenching,air,52.2,87.1,poor
83.59,0.64,0.89,0.32,12.25,0.83,0.34,0.048,1.0,0.09,3.282,1.344,949.0,790.0,93.0,normalizing,air,33.7,95.9,poor
72.42,1.063,1.97,1.6,11.47,7.08,0.73,0.736,2.79,0.13,4.4,2.03,859.0,781.0,-229.0,quenching,air,64.5,150.0,poor
85.67,0.321,1.34,1.27,1.04,4.5,1.17,0.015,4.55,0.13,1.286,0.642,723.0,825.0,264.0,normalizing,air,22.6,82.5,poor
75.54,0.919,1.83,1.61,9.64,4.83,1.36,0.145,3.89,0.24,3.753,1.74,869.0,782.0,-111.0,quenching,water,68.0,147.8,poor
80.47,0.511,0.48,1.67,5.14,6.93,2.9,0.83,0.64,0.43,3.053,1.281,697.0,859.0,65.0,annealing,furnace,22.2,172.3,poor
76.42,0.301,1.68,1.55,8.38,5.9,0.95,0.2,4.21,0.41,2.886,1.056,828.0,835.0,152.0,annealing,furnace,12.4,120.5,poor
78.3,0.916,1.93,1.73,13.4,1.91,0.47,0.248,0.69,0.4,4.182,1.845,963.0,813.0,-101.0,normalizing,air,42.4,129.3,poor
84.0,1.088,1.7,1.65,2.51,3.02,1.99,0.344,3.55,0.14,2.544,1.577,773.0,827.0,-70.0,annealing,furnace,33.3,127.7,poor
83.97,1.041,1.74,0.64,6.61,3.46,1.23,0.502,0.37,0.44,3.075,1.673,826.0,819.0,-71.0,normalizing,air,45.0,116.0,poor
69.34,0.415,0.5,1.18,14.82,7.43,1.37,0.111,4.37,0.46,4.398,1.481,882.0,743.0,6.0,normalizing,air,30.0,169.9,poor
79.19,0.907,0.77,0.88,10.74,2.58,0.35,0.405,4.12,0.07,3.529,1.624,904.0,765.0,-50.0,tempering,air,28.7,106.5,poor
84.55,0.199,1.9,1.01,2.25,5.05,0.52,0.98,3.35,0.18,1.467,0.652,746.0,946.0,304.0,annealing,furnace,14.0,66.1,poor
84.24,0.791,1.7,0.73,3.08,3.74,2.89,0.693,2.12,0.01,2.495,1.363,771.0,912.0,57.0,normalizing,air,35.1,145.2,poor
72.72,0.219,1.89,1.17,14.13,5.49,0.27,0.202,3.84,0.09,3.705,1.181,940.0,845.0,141.0,tempering,air,29.9,121.6,poor
84.48,0.166,1.78,1.13,4.87,3.82,0.98,0.286,2.24,0.24,1.853,0.695,799.0,909.0,300.0,quenching,water,45.2,88.6,poor
82.27,0.163,1.64,0.69,3.78,4.8,2.93,0.017,3.37,0.35,1.966,0.735,772.0,923.0,297.0,annealing,furnace,11.4,141.0,poor
76.57,0.896,0.36,1.21,11.59,7.06,1.42,0.122,0.35,0.43,4.223,1.794,803.0,684.0,-152.0,annealing,furnace,34.3,163.8,poor
79.03,0.492,1.48,1.01,7.76,6.4,0.52,0.321,2.61,0.38,2.832,1.172,799.0,786.0,89.0,normalizing,air,27.0,105.0,poor
72.03,0.177,1.71,0.92,12.38,7.14,1.52,0.568,3.23,0.32,3.721,1.192,876.0,899.0,149.0,tempering,air,15.9,153.8,poor
74.33,0.731,0.23,1.2,12.38,4.31,1.12,0.883,4.64,0.17,4.106,1.661,887.0,808.0,-41.0,annealing,furnace,24.7,144.3,poor
76.61,0.77,0.83,1.81,13.99,5.0,0.18,0.467,0.08,0.26,4.35,1.743,884.0,747.0,-101.0,tempering,air,49.5,134.0,poor
87.94,0.724,1.67,0.91,0.29,0.37,2.39,0.411,4.88,0.42,1.546,1.067,796.0,924.0,177.0,annealing,furnace,24.0,103.1,poor
92.12,0.606,1.74,0.68,0.51,3.3,0.2,0.55,0.28,0.01,1.192,0.847,725.0,843.0,196.0,quenching,water,62.1,45.7,poor
74.49,0.567,1.72,1.97,13.7,1.35,1.37,0.459,4.2,0.18,4.103,1.576,991.0,904.0,39.0,quenching,air,66.2,151.1,poor
90.79,0.77,0.31,1.25,3.7,1.65,0.75,0.099,0.35,0.32,2.021,1.132,760.0,755.0,96.0,quenching,water,68.0,80.5,poor
79.44,1.053,0.48,1.1,7.48,7.45,1.61,0.781,0.44,0.16,3.718,1.816,733.0,742.0,-174.0,annealing,furnace,29.4,152.5,poor
78.4,0.919,1.29,1.43,8.81,5.8,0.34,0.251,2.4,0.36,3.448,1.637,816.0,722.0,-105.0,annealing,furnace,26.2,115.1,poor
78.12,0.45,0.37,1.61,13.71,0.24,2.44,0.242,2.43,0.37,4.038,1.438,964.0,889.0,111.0,normalizing,air,30.3,172.9,poor
76.75,0.683,0.16,1.27,10.7,4.52,2.43,0.777,2.4,0.32,3.999,1.618,838.0,838.0,-16.0,tempering,air,47.9,175.7,poor
81.11,0.898,0.11,0.34,10.42,2.23,0.18,0.286,4.19,0.24,3.295,1.529,892.0,724.0,-18.0,tempering,air,46.8,92.6,poor
73.87,1.151,1.83,1.11,8.28,7.33,0.1,0.976,4.88,0.47,3.727,1.931,815.0,767.0,-212.0,normalizing,air,47.0,112.8,poor
86.96,0.396,0.39,0.91,1.42,6.76,0.92,0.654,1.48,0.11,1.605,0.771,648.0,794.0,200.0,normalizing,air,22.3,83.7,poor
81.15,0.45,0.21,0.87,5.31,6.58,1.64,0.524,2.99,0.28,2.547,1.051,721.0,789.0,129.0,normalizing,air,35.1,124.8,poor
79.34,0.18,1.66,0.4,6.81,5.68,1.03,0.91,3.78,0.21,2.39,0.861,814.0,939.0,260.0,normalizing,air,18.7,100.4,poor
70.36,1.11,1.27,1.4,13.32,7.88,0.93,0.089,3.62,0.04,4.738,2.092,864.0,671.0,-281.0,quenching,air,68.0,167.1,poor
75.36,0.359,1.43,1.27,14.29,2.84,1.18,0.165,3.06,0.05,3.891,1.33,968.0,863.0,116.0,tempering,air,28.1,143.2,poor
74.34,1.092,1.66,1.21,14.87,4.24,1.61,0.158,0.74,0.08,4.909,2.149,947.0,775.0,-227.0,quenching,air,68.0,178.5,poor
85.66,0.519,0.82,1.36,5.83,3.35,0.82,0.132,1.5,0.02,2.325,1.03,788.0,789.0,142.0,quenching,oil,63.1,96.0,poor
83.68,0.457,0.38,1.43,4.21,4.92,1.93,0.447,2.25,0.29,2.362,1.022,725.0,822.0,149.0,normalizing,air,25.8,127.2,poor
81.03,0.143,0.95,0.53,7.54,3.64,0.67,0.798,4.63,0.07,2.28,0.767,844.0,924.0,302.0,quenching,oil,41.2,85.5,poor
75.91,0.479,1.26,1.37,9.37,4.61,1.16,0.782,4.77,0.29,3.298,1.306,860.0,874.0,91.0,tempering,air,43.9,128.3,poor
89.79,0.685,1.53,1.65,3.13,1.4,1.09,0.148,0.46,0.12,1.934,1.091,786.0,839.0,128.0,tempering,air,33.2,89.2,poor
83.86,0.986,0.44,0.58,9.59,0.93,2.43,0.643,0.16,0.39,3.701,1.77,881.0,858.0,-46.0,annealing,furnace,29.8,155.0,poor
84.98,0.121,0.63,0.53,9.36,1.99,0.85,0.206,1.22,0.11,2.433,0.752,872.0,886.0,317.0,tempering,air,30.3,92.9,poor
75.66,0.39,0.19,1.76,12.43,3.61,1.31,0.926,3.38,0.35,3.88,1.363,884.0,874.0,97.0,tempering,air,32.3,146.3,poor
78.68,0.842,1.08,1.74,3.97,5.43,2.1,0.87,4.99,0.28,2.902,1.495,747.0,846.0,-30.0,annealing,furnace,27.8,143.9,poor
70.22,1.139,1.04,1.87,11.13,6.94,2.2,0.461,4.6,0.4,4.697,2.152,837.0,752.0,-274.0,quenching,water,67.1,195.9,poor
81.83,0.997,0.89,0.91,3.46,4.33,2.49,0.29,4.6,0.2,2.699,1.522,758.0,790.0,-48.0,tempering,air,35.7,143.4,poor
78.0,0.927,2.0,1.77,3.17,7.69,1.02,0.608,4.71,0.11,2.701,1.503,720.0,782.0,-89.0,normalizing,air,43.6,118.4,poor
85.32,0.139,0.9,1.2,2.95,6.16,1.29,0.423,1.17,0.44,1.713,0.63,694.0,866.0,289.0,annealing,furnace,11.0,98.0,poor
79.42,0.798,0.61,0.5,8.24,6.73,0.6,0.692,1.93,0.47,3.269,1.501,777.0,745.0,-37.0,quenching,water,68.0,112.2,poor
74.63,0.903,0.11,1.41,8.89,7.8,2.72,0.6,2.88,0.05,4.104,1.796,752.0,752.0,-152.0,quenching,air,65.3,194.5,poor
81.0,1.082,1.35,1.1,6.86,6.58,0.92,0.137,0.93,0.04,3.291,1.712,765.0,702.0,-159.0,quenching,water,67.1,126.0,poor
87.76,1.05,1.8,1.51,0.84,2.33,1.01,0.997,2.32,0.38,2.053,1.453,753.0,882.0,-10.0,annealing,furnace,31.0,84.9,poor
76.53,0.275,1.93,1.14,11.47,5.62,2.04,0.42,0.21,0.37,3.651,1.26,871.0,912.0,135.0,annealing,furnace,18.1,163.0,poor
71.77,1.135,1.92,1.28,12.62,6.5,2.26,0.437,1.95,0.13,4.854,2.204,885.0,797.0,-265.0,normalizing,air,55.8,197.3,poor
74.47,1.168,1.34,1.95,7.06,6.72,2.72,0.045,4.33,0.2,3.919,1.971,778.0,739.0,-239.0,normalizing,air,52.1,191.6,poor
79.45,1.091,0.2,0.52,5.81,7.44,2.53,0.048,2.56,0.36,3.375,1.729,716.0,679.0,-159.0,normalizing,air,47.2,166.8,poor
81.87,0.142,1.59,0.36,12.97,1.41,0.11,0.309,0.89,0.33,2.997,0.94,971.0,919.0,285.0,annealing,furnace,12.5,85.4,poor
80.61,1.022,1.13,0.71,5.98,3.47,2.2,0.606,4.08,0.2,3.141,1.669,821.0,835.0,-65.0,annealing,furnace,30.9,142.3,poor
85.88,0.388,1.72,0.72,3.04,5.72,0.2,0.041,2.28,0.02,1.545,0.747,739.0,784.0,213.0,annealing,furnace,16.4,63.9,poor
86.84,0.295,0.38,1.73,3.74,4.49,0.6,0.492,1.38,0.04,1.853,0.747,716.0,818.0,232.0,quenching,air,49.9,82.9,poor
82.56,0.604,0.85,0.64,7.43,5.08,0.91,0.48,1.19,0.26,2.831,1.242,792.0,792.0,78.0,annealing,furnace,23.1,108.4,poor
79.56,0.802,1.73,0.31,6.42,4.05,2.77,0.172,3.72,0.46,3.028,1.489,838.0,849.0,20.0,quenching,water,68.0,155.6,poor
82.24,0.955,1.08,1.96,7.9,2.54,1.34,0.49,1.42,0.08,3.402,1.668,837.0,815.0,-75.0,tempering,air,37.7,133.5,poor
68.38,0.481,1.61,1.21,13.62,6.71,2.74,0.299,4.51,0.43,4.491,1.622,907.0,857.0,-5.0,tempering,air,33.8,203.9,poor
89.21,1.146,1.67,1.41,0.57,2.3,0.92,0.347,1.95,0.47,1.934,1.459,744.0,798.0,-43.0,normalizing,air,49.7,81.9,poor
89.56,0.193,0.34,0.47,0.22,5.34,1.53,0.382,1.74,0.23,1.068,0.479,656.0,843.0,335.0,annealing,furnace,17.4,81.9,poor
71.63,0.746,1.08,1.54,11.04,7.48,0.73,0.785,4.96,0.01,4.014,1.664,834.0,774.0,-95.0,quenching,oil,66.8,142.4,poor
86.18,0.115,1.24,1.82,2.21,0.92,3.0,0.826,3.49,0.2,1.701,0.666,788.0,1063.0,369.0,normalizing,air,14.9,130.2,poor
77.46,0.308,0.6,0.79,12.99,6.54,0.62,0.146,0.51,0.03,3.629,1.184,848.0,759.0,107.0,quenching,water,50.7,128.6,poor
90.65,0.107,1.41,0.83,1.48,3.71,0.06,0.425,1.19,0.13,0.895,0.385,729.0,896.0,384.0,tempering,air,22.5,39.4,poor
80.63,0.319,0.16,1.76,7.47,3.32,2.29,0.033,3.83,0.2,2.804,1.007,807.0,827.0,184.0,quenching,oil,50.1,148.2,poor
80.13,0.168,1.48,1.64,6.93,3.51,0.76,0.644,4.41,0.33,2.362,0.835,839.0,931.0,267.0,normalizing,air,18.1,96.1,poor
89.2,0.268,1.86,1.69,2.16,0.41,0.46,0.584,3.17,0.19,1.231,0.628,813.0,957.0,337.0,annealing,furnace,18.0,53.5,poor
74.32,0.446,0.4,1.56,10.48,4.56,2.83,0.955,4.31,0.15,3.872,1.429,849.0,912.0,74.0,quenching,oil,60.1,185.1,poor
78.7,1.019,1.34,0.97,6.15,6.83,0.49,0.944,3.17,0.4,3.179,1.68,764.0,775.0,-121.0,quenching,water,66.4,107.9,poor
82.17,0.38,0.44,0.55,3.93,5.9,1.33,0.663,4.64,0.0,2.05,0.872,730.0,826.0,200.0,normalizing,air,26.0,101.3,poor
83.04,0.483,0.86,1.21,6.19,3.36,0.61,0.708,3.05,0.5,2.442,1.073,806.0,849.0,159.0,annealing,furnace,20.8,89.4,poor
85.15,1.191,1.92,1.26,4.68,0.09,2.69,0.036,2.88,0.09,2.896,1.741,865.0,861.0,-82.0,tempering,air,59.4,146.0,poor
82.33,0.995,0.84,1.13,3.48,5.01,0.3,0.592,4.95,0.38,2.416,1.435,745.0,740.0,-49.0,normalizing,air,49.8,82.7,poor
80.12,1.103,0.11,1.11,9.07,4.02,2.71,0.94,0.67,0.15,4.11,1.965,808.0,824.0,-163.0,quenching,water,66.7,180.8,poor
81.45,0.646,0.83,0.91,8.01,3.92,1.4,0.113,2.7,0.03,2.965,1.291,828.0,780.0,61.0,normalizing,air,38.0,124.6,poor
90.32,0.408,0.32,0.34,1.12,4.34,2.52,0.063,0.57,0.0,1.494,0.738,682.0,815.0,247.0,tempering,air,47.0,115.1,poor
90.85,1.059,0.76,1.23,1.0,2.25,0.67,0.887,0.9,0.4,1.952,1.387,721.0,814.0,-3.0,tempering,air,44.9,72.6,poor
79.93,0.203,0.24,0.61,12.75,1.73,1.06,0.573,2.56,0.33,3.321,1.054,930.0,896.0,241.0,quenching,oil,46.0,117.8,poor
70.61,0.676,1.56,0.96,14.58,4.62,2.02,0.459,4.29,0.23,4.572,1.774,958.0,854.0,-50.0,quenching,air,62.5,180.2,poor
81.69,0.141,0.63,1.74,4.78,5.7,2.98,0.177,2.09,0.08,2.403,0.803,724.0,887.0,245.0,quenching,water,42.5,161.2,poor
75.79,0.796,0.46,1.12,14.67,2.67,2.62,0.396,1.31,0.17,4.709,1.868,940.0,833.0,-76.0,normalizing,air,35.5,194.8,poor
80.75,0.1,1.97,1.69,7.86,1.96,1.55,0.839,2.78,0.5,2.595,0.888,884.0,1040.0,304.0,tempering,air,15.8,117.6,poor
70.95,0.656,1.08,1.52,13.17,4.82,2.83,0.233,4.62,0.11,4.486,1.725,913.0,834.0,-51.0,tempering,air,58.5,203.5,poor
88.98,0.31,1.08,0.62,4.27,0.3,1.1,0.136,2.79,0.42,1.562,0.703,837.0,889.0,324.0,annealing,furnace,15.2,72.9,poor
73.53,1.166,1.29,1.86,13.6,5.23,1.89,0.36,0.75,0.34,5.017,2.248,891.0,766.0,-282.0,normalizing,air,43.6,192.4,poor
84.52,0.553,0.49,1.95,4.28,0.6,1.69,0.749,4.86,0.31,2.283,1.094,814.0,903.0,171.0,normalizing,air,32.4,110.1,poor
83.78,0.809,0.84,0.42,3.85,7.72,0.57,0.105,1.46,0.44,2.329,1.25,691.0,677.0,-4.0,tempering,air,47.3,92.7,poor
89.51,0.19,1.27,1.02,2.86,1.92,1.16,0.75,0.98,0.35,1.464,0.628,775.0,964.0,351.0,tempering,air,22.4,75.7,poor
86.93,0.368,0.96,0.49,1.03,3.68,1.01,0.506,4.83,0.2,1.217,0.665,735.0,858.0,283.0,quenching,water,56.1,67.5,poor
82.87,0.986,1.09,0.61,6.39,2.38,2.98,0.491,2.11,0.08,3.225,1.665,833.0,866.0,-39.0,annealing,furnace,26.6,161.8,poor
85.36,1.122,0.61,0.82,5.16,0.83,2.31,0.163,3.51,0.12,2.847,1.631,832.0,800.0,-55.0,annealing,furnace,34.5,133.9,poor
75.72,0.382,1.07,0.64,11.56,3.98,1.61,0.859,3.7,0.48,3.592,1.311,903.0,912.0,136.0,annealing,furnace,17.2,141.0,poor
81.13,1.076,0.91,0.9,4.7,7.14,1.27,0.877,1.5,0.49,3.105,1.702,712.0,763.0,-136.0,annealing,furnace,29.9,125.7,poor
73.4,0.612,0.18,1.81,13.56,5.29,0.95,0.385,3.67,0.14,4.254,1.583,876.0,749.0,-40.0,quenching,oil,64.5,152.7,poor
71.97,1.097,0.88,1.3,13.93,2.72,2.28,0.755,4.64,0.43,4.916,2.182,958.0,846.0,-198.0,normalizing,air,54.9,188.8,poor
76.58,0.582,0.35,1.91,10.6,4.8,1.68,0.723,2.66,0.11,3.828,1.489,832.0,826.0,9.0,normalizing,air,29.8,158.4,poor
80.86,0.381,0.72,1.5,7.46,2.99,2.7,0.707,2.47,0.21,3.018,1.164,823.0,930.0,169.0,quenching,air,58.0,157.9,poor
80.01,0.838,0.28,0.78,2.84,7.3,2.98,0.433,4.48,0.07,2.71,1.396,680.0,764.0,-25.0,annealing,furnace,25.1,162.3,poor
84.2,0.712,1.78,1.48,7.06,1.29,1.17,0.787,1.17,0.36,2.872,1.395,868.0,917.0,76.0,annealing,furnace,22.6,109.6,poor
78.86,0.669,0.81,1.04,10.29,0.56,2.89,0.522,4.19,0.16,3.631,1.525,931.0,917.0,68.0,quenching,air,66.8,169.1,poor
79.92,1.094,0.32,0.48,10.46,3.73,2.15,0.433,1.06,0.36,4.054,1.918,852.0,768.0,-147.0,quenching,air,64.5,163.4,poor
78.15,0.186,0.56,0.74,13.39,4.1,2.01,0.055,0.52,0.28,3.694,1.133,896.0,854.0,188.0,quenching,water,47.2,159.9,poor
76.92,0.158,1.97,1.81,13.1,0.07,1.22,0.796,3.79,0.17,3.498,1.14,1009.0,1037.0,248.0,annealing,furnace,13.1,128.6,poor
89.24,0.426,1.22,1.08,3.66,0.82,2.26,0.633,0.16,0.49,2.004,0.956,800.0,957.0,250.0,normalizing,air,25.4,113.7,poor
76.05,1.11,1.01,1.48,11.22,4.35,1.14,0.808,2.77,0.06,4.285,2.011,874.0,795.0,-197.0,tempering,air,58.7,149.6,poor
80.43,0.38,1.21,1.66,8.49,2.45,0.7,0.175,4.19,0.31,2.714,1.048,873.0,842.0,177.0,quenching,water,55.3,102.5,poor
88.84,0.375,0.92,1.35,1.08,2.89,0.72,0.647,3.03,0.15,1.291,0.695,728.0,873.0,270.0,normalizing,air,25.2,64.5,poor
84.98,0.806,0.42,0.87,2.66,6.4,2.73,0.85,0.14,0.16,2.635,1.378,667.0,824.0,6.0,annealing,furnace,25.1,150.5,poor
88.01,0.332,0.35,1.06,2.12,6.5,0.25,0.752,0.21,0.4,1.594,0.723,653.0,796.0,224.0,normalizing,air,25.2,66.4,poor
